date,temp,humidity,precip,windspeed,district,year,datetimeEpoch
11/29/2024,26,93.6,0.2,14.8,Colombo,2024,
11/30/2024,28.5,76.3,0.6,28.1,Colombo,2024,
12/1/2024,28.8,73.9,0,15.5,Colombo,2024,
12/2/2024,27.9,79.6,0,8.4,Colombo,2024,
12/3/2024,28,77.5,0,13,Colombo,2024,
12/4/2024,28.1,79.8,0.061,10.1,Colombo,2024,
12/5/2024,27.8,81.1,2.02,14.8,Colombo,2024,
12/6/2024,27.6,83,0,13,Colombo,2024,
12/7/2024,27.6,81.5,0.03,12.7,Colombo,2024,
12/8/2024,27.5,79.1,0,17.6,Colombo,2024,
12/9/2024,27.3,77.3,0,20.6,Colombo,2024,
12/10/2024,27.4,82.1,0,21.7,Colombo,2024,
12/11/2024,27.1,88.4,2.683,13.9,Colombo,2024,
12/12/2024,28,85.1,0.194,13.2,Colombo,2024,
12/13/2024,27,88.3,9.984,17.8,Colombo,2024,
12/14/2024,27.9,75.6,0.164,22.3,Colombo,2024,
12/15/2024,26.6,85.3,0.036,22,Colombo,2024,
12/16/2024,26.8,85.7,0.279,18,Colombo,2024,
12/17/2024,27.2,83.5,0.031,16.9,Colombo,2024,
12/18/2024,27.7,86.2,15.68,13,Colombo,2024,
12/19/2024,28.3,83.5,0.408,22.3,Colombo,2024,
12/20/2024,28,85.5,0.109,14.8,Colombo,2024,
12/21/2024,28.5,85,0.006,13.9,Colombo,2024,
12/22/2024,27.5,80,0,13.9,Colombo,2024,
12/23/2024,26.6,78.5,0,13.9,Colombo,2024,
12/24/2024,26.7,77.9,0,9.4,Colombo,2024,
12/25/2024,27,79.4,0.061,14.2,Colombo,2024,
12/26/2024,27.5,81.3,0.1,11.2,Colombo,2024,
12/27/2024,27.9,76.6,0.1,22.3,Colombo,2024,
12/28/2024,27.8,77.7,0,25.5,Colombo,2024,
12/29/2024,27.3,84.2,2.063,20.5,Colombo,2024,
12/30/2024,27.2,84.6,0,18.4,Colombo,2024,
12/31/2024,25.7,87.7,0.1,22.3,Colombo,2024,
12/31/2024,25.7,87.7,0.1,22.3,Colombo,2025,
1/1/2025,25.9,80.4,1.441,18.4,Colombo,2025,
1/2/2025,27.3,72.6,0,20.5,Colombo,2025,
1/3/2025,26.9,73.9,0,16.6,Colombo,2025,
1/4/2025,27.2,74.9,0,18.4,Colombo,2025,
1/5/2025,26.6,72.6,0,15.7,Colombo,2025,
1/6/2025,26.3,81.8,0,14.8,Colombo,2025,
1/7/2025,27.3,77.2,0,18.4,Colombo,2025,
1/8/2025,27.7,74.4,0,22.7,Colombo,2025,
1/9/2025,27.9,78.2,0,23.8,Colombo,2025,
1/10/2025,26.8,76,0,22.9,Colombo,2025,
1/11/2025,25.3,92.2,1.304,29.5,Colombo,2025,
1/12/2025,27.3,79.4,0.024,20.5,Colombo,2025,
1/13/2025,25.9,88.9,0.613,20.9,Colombo,2025,
1/14/2025,26.9,80.9,0.052,14.8,Colombo,2025,
1/15/2025,27.1,79.9,0,25.9,Colombo,2025,
1/16/2025,27.6,73.9,0,24.1,Colombo,2025,
1/17/2025,26.6,83.4,0.304,20.5,Colombo,2025,
1/18/2025,25,93.6,11.543,13,Colombo,2025,
1/19/2025,27.3,78.4,0.598,18.4,Colombo,2025,
1/20/2025,26.4,72.5,0.963,17.3,Colombo,2025,
1/21/2025,25.4,83.5,0.025,13,Colombo,2025,
1/22/2025,26.2,83.8,5.599,14.8,Colombo,2025,
1/23/2025,24.6,84.2,0,25.9,Colombo,2025,
1/24/2025,26.3,77.1,1.976,20.5,Colombo,2025,
1/25/2025,27.4,72.8,0.02,20.5,Colombo,2025,
1/26/2025,26.8,63.7,0,16.6,Colombo,2025,
1/27/2025,26,72,0,16.6,Colombo,2025,
1/28/2025,26.6,73.5,0.186,18.4,Colombo,2025,
1/29/2025,27.1,80.9,2.74,14.8,Colombo,2025,
1/30/2025,27.6,79.5,0.928,9.4,Colombo,2025,
1/31/2025,27.9,75.3,0.043,9.6,Colombo,2025,
2/1/2025,28.3,64.4,0,18.4,Colombo,2025,
2/2/2025,28,63.7,0,10.6,Colombo,2025,
2/3/2025,26.8,69,0,10,Colombo,2025,
2/4/2025,27.5,70.3,0,16.6,Colombo,2025,
2/5/2025,27.8,70.4,0,11.2,Colombo,2025,
2/6/2025,28.1,63.7,0,18.4,Colombo,2025,
2/7/2025,28.2,50.9,0,16.2,Colombo,2025,
2/8/2025,28.1,57.4,0,22.3,Colombo,2025,
2/9/2025,27.4,61.1,0,20.2,Colombo,2025,
2/10/2025,28.3,67.7,0,16,Colombo,2025,
2/11/2025,28.5,72.3,0,9.4,Colombo,2025,
2/12/2025,28.1,68.2,0,14.8,Colombo,2025,
2/13/2025,27.1,70.1,0,11.4,Colombo,2025,
2/14/2025,27.8,66.4,0,22.4,Colombo,2025,
2/15/2025,28,70.7,0,13,Colombo,2025,
2/16/2025,28.3,68.4,0,11.2,Colombo,2025,
2/17/2025,28.1,69.1,0,10.1,Colombo,2025,
2/18/2025,28.2,68.5,0,10.6,Colombo,2025,
2/19/2025,28.4,64.9,0,12.4,Colombo,2025,
2/20/2025,28.7,69.1,0,13.7,Colombo,2025,
2/21/2025,28,73,0,18.4,Colombo,2025,
2/22/2025,28.3,68.2,0,14.8,Colombo,2025,
2/23/2025,28.6,66.7,0,15,Colombo,2025,
2/24/2025,28.8,68.1,0.094,14.8,Colombo,2025,
2/25/2025,29,65.4,0.006,14.8,Colombo,2025,
2/26/2025,28.1,73.1,0,16.6,Colombo,2025,
2/27/2025,26.7,81.7,0.166,8.6,Colombo,2025,
2/28/2025,26.7,82,0.068,13,Colombo,2025,
3/1/2025,26.7,79.6,3.339,14.5,Colombo,2025,
3/2/2025,26.8,83.4,42.603,11.2,Colombo,2025,
3/3/2025,27.3,78.8,2.822,10.1,Colombo,2025,
3/4/2025,28.3,72.9,0,12.7,Colombo,2025,
3/5/2025,28.3,72.3,0,9.9,Colombo,2025,
3/6/2025,28.2,73.3,0,11.7,Colombo,2025,
3/7/2025,28.4,69.8,0,20.9,Colombo,2025,
3/8/2025,28.1,66.1,0,20.9,Colombo,2025,
3/9/2025,27.2,70.9,0,22.3,Colombo,2025,
3/10/2025,26.5,82,0,13,Colombo,2025,
3/11/2025,27.7,72.8,0.821,13.3,Colombo,2025,
3/12/2025,28.9,69.8,0.669,14.2,Colombo,2025,
3/13/2025,28.8,73.1,0.006,11.4,Colombo,2025,
3/14/2025,28.1,74.4,1.392,14.2,Colombo,2025,
3/15/2025,27.1,83.5,9.312,11.2,Colombo,2025,
3/16/2025,26.6,84.6,0.159,12.7,Colombo,2025,
3/17/2025,27.9,73.2,0,13.2,Colombo,2025,
3/18/2025,27.2,80.2,0.073,8.1,Colombo,2025,
3/19/2025,27.8,74.8,14.48,9.7,Colombo,2025,
3/20/2025,28.9,78,0,16,Colombo,2025,
3/21/2025,27.8,78.1,62.432,16,Colombo,2025,
3/22/2025,28.4,74.8,13.116,9.6,Colombo,2025,
3/23/2025,28.7,77,0.043,11.2,Colombo,2025,
3/24/2025,27.5,77.9,0,12,Colombo,2025,
3/25/2025,28.1,73.8,1.8,14.8,Colombo,2025,
3/26/2025,28.4,77.7,0.84,14.2,Colombo,2025,
3/27/2025,29,71.8,0,13.9,Colombo,2025,
3/28/2025,28.7,73.6,3.606,12.7,Colombo,2025,
3/29/2025,28.7,71.5,0,14.2,Colombo,2025,
3/30/2025,29,71.6,0,13.9,Colombo,2025,
3/31/2025,29.3,72.6,0,11.4,Colombo,2025,
4/1/2025,28.5,71.9,0,14.8,Colombo,2025,
4/2/2025,27.4,78.4,0.974,18.4,Colombo,2025,
4/3/2025,27.4,79.9,0.924,20.5,Colombo,2025,
4/4/2025,27.5,78.1,0.754,12.7,Colombo,2025,
4/5/2025,28.2,77.5,36.901,16,Colombo,2025,
4/6/2025,28.1,77.6,0.577,9.3,Colombo,2025,
4/7/2025,28.8,71,0,11.2,Colombo,2025,
4/8/2025,28.2,75,0.553,13,Colombo,2025,
4/9/2025,27.5,83.7,7.411,13,Colombo,2025,
4/10/2025,28.5,73.7,0.487,11.2,Colombo,2025,
4/11/2025,28.8,74.4,2.709,17.2,Colombo,2025,
4/12/2025,28.9,75.8,1.234,11.4,Colombo,2025,
4/13/2025,29.4,77.5,0.365,11.4,Colombo,2025,
4/14/2025,28.7,78.6,22.098,11.2,Colombo,2025,
4/15/2025,29.2,72.3,0,9.4,Colombo,2025,
4/16/2025,29.6,74.5,0,11.4,Colombo,2025,
4/17/2025,29.8,70.9,0,13,Colombo,2025,
4/18/2025,29.7,71.4,0.044,12.3,Colombo,2025,
4/19/2025,29.6,76.3,0.124,16.3,Colombo,2025,
4/20/2025,28.8,79.9,1.247,11.2,Colombo,2025,
4/21/2025,28,77.8,2.201,11.2,Colombo,2025,
4/22/2025,28.3,79.8,0.135,13,Colombo,2025,
4/23/2025,29.1,75.3,0.48,14.8,Colombo,2025,
4/24/2025,28.7,76.6,2.927,13.2,Colombo,2025,
4/25/2025,29.1,74.7,0.215,13.8,Colombo,2025,
4/26/2025,28.4,76.9,0.03,6.9,Colombo,2025,
4/27/2025,28.7,74.1,0,15.3,Colombo,2025,
4/28/2025,28.9,74,0.675,18.4,Colombo,2025,
4/29/2025,27.4,82.1,0.002,14.4,Colombo,2025,
4/30/2025,28.5,78.3,3.418,13,Colombo,2025,
5/1/2025,28.8,75.9,0,13,Colombo,2025,
5/2/2025,28.9,74.2,4.054,13.2,Colombo,2025,
5/3/2025,30.1,78.4,0.389,16.6,Colombo,2025,
5/4/2025,29.6,82.1,0,16.6,Colombo,2025,
5/5/2025,28.8,82.7,40,14.2,Colombo,2025,
5/6/2025,28.2,85.1,1.296,20.5,Colombo,2025,
5/7/2025,26.8,90.3,7.007,12.7,Colombo,2025,
5/8/2025,29,82,0.231,13,Colombo,2025,
5/9/2025,29.8,74.4,0.493,11.4,Colombo,2025,
5/10/2025,29.9,69,1.42,11.2,Colombo,2025,
5/11/2025,29.8,72,0.413,14.8,Colombo,2025,
5/12/2025,29.5,77.1,1.845,14.8,Colombo,2025,
5/13/2025,30.2,78.6,0.122,18.4,Colombo,2025,
5/14/2025,29.2,81.6,0.189,13,Colombo,2025,
5/15/2025,29.1,76.3,2.057,11.2,Colombo,2025,
5/16/2025,27.7,79.4,0,18.4,Colombo,2025,
5/17/2025,27.5,84.7,24.198,14.8,Colombo,2025,
5/18/2025,28.2,81.4,11.086,22.3,Colombo,2025,
5/19/2025,28.7,79.2,1.877,16.6,Colombo,2025,
5/20/2025,29.2,73.6,0.001,16.6,Colombo,2025,
5/21/2025,29.8,75.1,0.002,14.8,Colombo,2025,
5/22/2025,29.7,76.4,0.334,14.8,Colombo,2025,
5/23/2025,26.5,89.2,11.545,12.2,Colombo,2025,
5/24/2025,27.8,83.1,0.3,21.2,Colombo,2025,
5/25/2025,28.1,82.2,0.357,20.5,Colombo,2025,
5/26/2025,28.2,80.8,0.07,18.4,Colombo,2025,
5/27/2025,29.2,75.8,0.176,18.4,Colombo,2025,
5/28/2025,29.5,74,0,20.5,Colombo,2025,
5/29/2025,27.1,82.2,2.208,16.8,Colombo,2025,
5/30/2025,28.8,74.3,0.345,18.4,Colombo,2025,
5/31/2025,29.4,75.5,0.024,22.3,Colombo,2025,
6/1/2025,29.8,77.4,0,14.8,Colombo,2025,
6/2/2025,29.5,74.8,0.036,18,Colombo,2025,
6/3/2025,29.3,72.1,0,14.8,Colombo,2025,
6/4/2025,29,74.5,0.122,16.6,Colombo,2025,
6/5/2025,29.6,71.7,0,15,Colombo,2025,
6/6/2025,29.3,70.4,0,18.4,Colombo,2025,
6/7/2025,29.5,70.3,0,22,Colombo,2025,
6/8/2025,29.6,71.5,0,18.4,Colombo,2025,
6/9/2025,28.8,79,0.109,20.5,Colombo,2025,
6/10/2025,28.5,75.8,0.389,29.5,Colombo,2025,
6/11/2025,28.9,75,1.355,22.3,Colombo,2025,
6/12/2025,28.4,77.9,0.855,25.9,Colombo,2025,
6/13/2025,26.8,85.6,1.983,24.1,Colombo,2025,
6/14/2025,27,81.9,0.155,27.7,Colombo,2025,
6/15/2025,26.1,85.4,4.421,18.4,Colombo,2025,
6/16/2025,26.7,80.9,0.229,13,Colombo,2025,
6/17/2025,27.9,77.9,0.322,13,Colombo,2025,
6/18/2025,28.8,75.8,0.055,16.6,Colombo,2025,
6/19/2025,28.8,76.4,0.128,18.4,Colombo,2025,
6/20/2025,28.9,77.2,0.067,18.4,Colombo,2025,
6/21/2025,29.2,74.5,0.033,18.4,Colombo,2025,
6/22/2025,28.9,76.8,0,14.8,Colombo,2025,
6/23/2025,28.9,76.1,0.383,16.6,Colombo,2025,
6/24/2025,28.9,76.4,0,18.4,Colombo,2025,
6/25/2025,28.2,77.6,0.827,14.9,Colombo,2025,
6/26/2025,27.9,77,0.322,18.4,Colombo,2025,
6/27/2025,28.8,74,0.013,16.6,Colombo,2025,
6/28/2025,28.8,68.8,0,14.8,Colombo,2025,
6/29/2025,29.3,73,0,18.4,Colombo,2025,
6/30/2025,29.1,73.1,0,14.8,Colombo,2025,
7/1/2025,29.2,71.4,0,16.6,Colombo,2025,
7/2/2025,29.2,73.8,0,15,Colombo,2025,
7/3/2025,28.9,73.1,0,14.8,Colombo,2025,
7/4/2025,29.3,73.1,0,18.4,Colombo,2025,
7/5/2025,29,71.8,0.243,20.5,Colombo,2025,
7/6/2025,29.5,73.4,0,14.8,Colombo,2025,
7/7/2025,29.6,70.4,0,16.6,Colombo,2025,
7/8/2025,29.9,70.4,0,13.5,Colombo,2025,
7/9/2025,29.5,71.9,0,14.2,Colombo,2025,
7/10/2025,29.6,72.3,0,20.5,Colombo,2025,
7/11/2025,29,71.2,0,14.8,Colombo,2025,
7/12/2025,29.1,70,0,18.4,Colombo,2025,
7/13/2025,28.8,71.5,0.122,20.5,Colombo,2025,
7/14/2025,28.8,74,0,23,Colombo,2025,
7/15/2025,28.5,74.9,0,18.4,Colombo,2025,
7/16/2025,28.3,69.4,0,13.5,Colombo,2025,
7/17/2025,28.1,71.7,0,18.4,Colombo,2025,
7/18/2025,27.3,74.1,1.981,24.1,Colombo,2025,
7/19/2025,27.3,75,0,16.6,Colombo,2025,
7/20/2025,27.1,79.7,0,20.5,Colombo,2025,
7/21/2025,27.4,77.3,1.222,14.8,Colombo,2025,
7/22/2025,27.2,80.1,0.044,20.5,Colombo,2025,
7/23/2025,27.4,76.1,0.055,14.8,Colombo,2025,
7/24/2025,26.7,77.7,2.741,20.5,Colombo,2025,
7/25/2025,26.1,79,1.549,17.3,Colombo,2025,
7/26/2025,27.6,77.2,0,14.8,Colombo,2025,
7/27/2025,28.1,80,0,16.6,Colombo,2025,
7/28/2025,27.8,72.4,0,11.5,Colombo,2025,
7/29/2025,27.7,71.3,0,12.7,Colombo,2025,
7/30/2025,27.7,68.3,0,11.2,Colombo,2025,
7/31/2025,27.7,72.5,0.024,13,Colombo,2025,
8/1/2025,27.2,77.2,0,14.8,Colombo,2025,
8/2/2025,26.8,82,0,20.5,Colombo,2025,
8/3/2025,27.2,73.3,0.315,16.6,Colombo,2025,
8/4/2025,27.2,75.4,0,24.1,Colombo,2025,
8/5/2025,27.7,74.6,0,14.8,Colombo,2025,
8/6/2025,28,76.2,0,14.8,Colombo,2025,
8/7/2025,28.2,74,0,20.5,Colombo,2025,
8/8/2025,28.1,78.6,0,20.5,Colombo,2025,
8/9/2025,28.2,77.4,0,20.5,Colombo,2025,
8/10/2025,27.1,77.4,2.662,20.5,Colombo,2025,
8/11/2025,27.6,77.9,0.002,14.8,Colombo,2025,
8/12/2025,28.2,76.1,0.012,18.4,Colombo,2025,
8/13/2025,28,77.2,0.244,14.8,Colombo,2025,
8/14/2025,28.4,75.7,0,14.8,Colombo,2025,
8/15/2025,28.5,77.4,0,20.5,Colombo,2025,
8/16/2025,28.2,83.9,1.222,24.1,Colombo,2025,
8/17/2025,28.7,82.2,0.195,20.5,Colombo,2025,
8/18/2025,28.7,79,0,18.4,Colombo,2025,
8/19/2025,28.4,78.7,0,13,Colombo,2025,
8/20/2025,28.3,79.9,0,14.8,Colombo,2025,
8/21/2025,28.8,82,0,20.5,Colombo,2025,
8/22/2025,28.7,81.1,0,14.8,Colombo,2025,
8/23/2025,28.5,82.7,0.1,13,Colombo,2025,
8/24/2025,28.5,79.2,0,22.3,Colombo,2025,
8/25/2025,28.7,74.6,1.5,19.4,Colombo,2025,
8/26/2025,27.9,73.2,3.8,16.6,Colombo,2025,
8/27/2025,27.8,77.1,6.7,14.8,Colombo,2025,
8/28/2025,28.5,73.9,10.9,14.8,Colombo,2025,
8/29/2025,27.7,82.4,5.2,23.8,Colombo,2025,
8/30/2025,27.7,84.6,5.6,23.8,Colombo,2025,
8/31/2025,27.7,85,1.7,26.6,Colombo,2025,
9/1/2025,27.8,81.4,0,26.3,Colombo,2025,
9/2/2025,28.4,75.6,1.9,23.8,Colombo,2025,
9/3/2025,28.6,74.4,1.5,18.4,Colombo,2025,
9/4/2025,28.7,70.4,2,13,Colombo,2025,
9/5/2025,28.8,70.8,1.2,11.2,Colombo,2025,
9/6/2025,28.7,69.7,0.9,14.8,Colombo,2025,
9/7/2025,28.7,71.1,1,16.6,Colombo,2025,
9/8/2025,28.6,74.9,9,22.3,Colombo,2025,
9/9/2025,29,69.2,1.9,13.8,Colombo,2025,
9/10/2025,29.1,70.3,0.5,16.6,Colombo,2025,
9/11/2025,29.5,69.3,1.1,18.4,Colombo,2025,
9/12/2025,29,68.9,1.1,14.8,Colombo,2025,
9/13/2025,29.1,69.7,0.9,16.6,Colombo,2025,
9/14/2025,29.1,70.2,6.1,16.6,Colombo,2025,
9/15/2025,28.1,75.2,6.7,13,Colombo,2025,
9/16/2025,27.8,76.1,15.1,14.8,Colombo,2025,
9/17/2025,27.2,79.9,16,14.8,Colombo,2025,
9/18/2025,27.7,84.4,9.6,16.6,Colombo,2025,
9/19/2025,28.7,76.1,2.9,20.5,Colombo,2025,
9/20/2025,29,77.5,5,24.1,Colombo,2025,
1/1/2020,23.4,80.7,8.594,61.2,Galle,2020,
1/2/2020,25.6,76.5,0.001,51.8,Galle,2020,
1/3/2020,26.3,80,0.032,38.9,Galle,2020,
1/4/2020,26.3,78.6,0.008,44.6,Galle,2020,
1/5/2020,27.3,79.1,0.2,22.3,Galle,2020,
1/6/2020,27.6,78,0.9,22.3,Galle,2020,
1/7/2020,26.9,79.3,1.3,64.8,Galle,2020,
1/8/2020,27.1,79.5,0.4,33.5,Galle,2020,
1/9/2020,27.6,75.7,0,44.6,Galle,2020,
1/10/2020,27.7,77.7,0.4,25.9,Galle,2020,
1/11/2020,27.3,80.7,3.996,13,Galle,2020,
1/12/2020,27.1,77.1,0.3,13,Galle,2020,
1/13/2020,26.9,73.6,0.1,20.5,Galle,2020,
1/14/2020,27,75.7,0,29.5,Galle,2020,
1/15/2020,27.5,75.6,0.3,29.5,Galle,2020,
1/16/2020,27.6,78.7,0.025,22.3,Galle,2020,
1/17/2020,28.1,78.3,3.005,33.5,Galle,2020,
1/18/2020,27.9,80.1,27.007,37.1,Galle,2020,
1/19/2020,27.3,84.4,1.51,27.7,Galle,2020,
1/20/2020,27.4,83.5,0.6,27.7,Galle,2020,
1/21/2020,27.7,79.8,0.5,33.5,Galle,2020,
1/22/2020,28.2,76.6,0.5,27.7,Galle,2020,
1/23/2020,28.1,77.7,0.2,37.1,Galle,2020,
1/24/2020,27.8,78.1,0.1,14.8,Galle,2020,
1/25/2020,26.9,79.1,0,30.4,Galle,2020,
1/26/2020,26.8,73.9,0.1,25.9,Galle,2020,
1/27/2020,26.6,78.5,0.2,18.4,Galle,2020,
1/28/2020,26.8,75,0,22.3,Galle,2020,
1/29/2020,26.9,79.2,0,32.1,Galle,2020,
1/30/2020,26.8,76.8,0,33.5,Galle,2020,
1/31/2020,26.7,73.6,0,40.7,Galle,2020,
2/1/2020,27.4,71.5,0.2,44.6,Galle,2020,
2/2/2020,26.8,79.3,0.2,29.5,Galle,2020,
2/3/2020,26.9,78.8,0.799,40.7,Galle,2020,
2/4/2020,26.3,77.5,5.997,48.2,Galle,2020,
2/5/2020,27.6,77.8,0,48.2,Galle,2020,
2/6/2020,26.7,78.1,0,50,Galle,2020,
2/7/2020,27.5,72.4,0.1,77.8,Galle,2020,
2/8/2020,27.2,72.3,0,70.6,Galle,2020,
2/9/2020,27.7,71.9,0,15.5,Galle,2020,
2/10/2020,28.2,70.3,0,18,Galle,2020,
2/11/2020,28.6,74,0.008,46.4,Galle,2020,
2/12/2020,24.8,79.9,8.699,22.3,Galle,2020,
2/13/2020,27.2,82.9,0.001,11.9,Galle,2020,
2/14/2020,25.4,81.4,10.989,40.7,Galle,2020,
2/15/2020,27.2,75.2,0.1,44.6,Galle,2020,
2/16/2020,26.6,80.6,0.3,55.4,Galle,2020,
2/17/2020,26.3,75.7,0,40.7,Galle,2020,
2/18/2020,26.8,72.9,0,40.7,Galle,2020,
2/19/2020,27.7,76.4,0,14.8,Galle,2020,
2/20/2020,28.7,75.9,0.2,18.3,Galle,2020,
2/21/2020,28.7,73.2,0.001,20.5,Galle,2020,
2/22/2020,28.1,75.1,0.1,27.7,Galle,2020,
2/23/2020,28.1,77.3,0.3,25.9,Galle,2020,
2/24/2020,28.3,74.9,0.3,37.1,Galle,2020,
2/25/2020,28.6,73.1,0.2,14.7,Galle,2020,
2/26/2020,28.4,74.6,0.3,12.6,Galle,2020,
2/27/2020,28.2,72.1,0,40.7,Galle,2020,
2/28/2020,27.1,74,0.799,29.5,Galle,2020,
2/29/2020,27.9,73.3,0,25.9,Galle,2020,
3/1/2020,27.4,78.2,0.2,33.5,Galle,2020,
3/2/2020,27.3,80,1.3,44.6,Galle,2020,
3/3/2020,27.5,78.1,0,16.2,Galle,2020,
3/4/2020,27.5,79.4,0.027,40.7,Galle,2020,
3/5/2020,26.8,81.2,0.033,55.4,Galle,2020,
3/6/2020,27.8,81.2,0.6,17.6,Galle,2020,
3/7/2020,28.2,77.3,0,18.7,Galle,2020,
3/8/2020,28.4,76.3,0.024,22.3,Galle,2020,
3/9/2020,28.7,71.8,0,18.4,Galle,2020,
3/10/2020,28.1,75.5,0,19.8,Galle,2020,
3/11/2020,28.4,75,0,59.4,Galle,2020,
3/12/2020,27.1,76.4,0,98.3,Galle,2020,
3/13/2020,28.4,76.8,0.001,14.8,Galle,2020,
3/14/2020,28,74.3,0.2,33.5,Galle,2020,
3/15/2020,28.1,81.8,3.008,22.3,Galle,2020,
3/16/2020,27.2,81.8,6.097,37.1,Galle,2020,
3/17/2020,28.7,76.9,0.001,27.7,Galle,2020,
3/18/2020,28.6,77.8,3,29.5,Galle,2020,
3/19/2020,28,80.3,1.1,11.5,Galle,2020,
3/20/2020,28,77.7,0.1,29.5,Galle,2020,
3/21/2020,27.8,78.7,0,51.8,Galle,2020,
3/22/2020,27.7,77.4,0.013,29.5,Galle,2020,
3/23/2020,28.8,74.6,0.4,25.9,Galle,2020,
3/24/2020,28.3,75.9,1.1,42.5,Galle,2020,
3/25/2020,28.4,74.6,0.799,31.7,Galle,2020,
3/26/2020,28.7,70.6,0.1,35.3,Galle,2020,
3/27/2020,28.5,77.5,0.4,46.4,Galle,2020,
3/28/2020,28.4,75.8,0.003,50,Galle,2020,
3/29/2020,27.9,79.1,8.027,46.4,Galle,2020,
3/30/2020,27.9,81.2,1.8,33.5,Galle,2020,
3/31/2020,28.2,77.1,0,31.7,Galle,2020,
4/1/2020,27.8,74.6,32.168,37.1,Galle,2020,
4/2/2020,27.5,68.1,0,51.8,Galle,2020,
4/3/2020,28,75.5,0.005,37.1,Galle,2020,
4/4/2020,28.4,74.3,0.009,44.6,Galle,2020,
4/5/2020,27.4,71.7,0.1,101.9,Galle,2020,
4/6/2020,27.3,72.8,0.7,70.6,Galle,2020,
4/7/2020,26.8,72.9,15.989,55.4,Galle,2020,
4/8/2020,26.3,76.5,0.019,35.3,Galle,2020,
4/9/2020,27.7,76.4,4.995,33.5,Galle,2020,
4/10/2020,27.6,77.7,0.022,29.5,Galle,2020,
4/11/2020,27.2,78.8,18.105,74.2,Galle,2020,
4/12/2020,27,79.4,3,74.2,Galle,2020,
4/13/2020,26.6,82.6,11.989,55.4,Galle,2020,
4/14/2020,26.9,83.4,41.862,37.1,Galle,2020,
4/15/2020,26.5,79.1,3.9,37.1,Galle,2020,
4/16/2020,27,77,1.1,35.3,Galle,2020,
4/17/2020,26,81.4,4,37.1,Galle,2020,
4/18/2020,25.3,82.8,5.999,46.4,Galle,2020,
4/19/2020,24.5,80.1,0.599,51.8,Galle,2020,
4/20/2020,26.2,81.4,22.977,51.8,Galle,2020,
4/21/2020,27.5,84.7,3.996,25.9,Galle,2020,
4/22/2020,27.4,82.8,3.117,33.5,Galle,2020,
4/23/2020,27.4,83.2,22.977,40.7,Galle,2020,
4/24/2020,26.3,85.2,12.288,40.7,Galle,2020,
4/25/2020,27.3,82.1,1.999,44.6,Galle,2020,
4/26/2020,28.2,82.3,1.845,20.5,Galle,2020,
4/27/2020,26.8,84.3,5.694,40.6,Galle,2020,
4/28/2020,27.4,85.6,6.594,29.5,Galle,2020,
4/29/2020,28,84.4,0.024,12.6,Galle,2020,
4/30/2020,28.6,83.1,2.1,20.2,Galle,2020,
5/1/2020,28.9,82.3,0.405,25,Galle,2020,
5/2/2020,27.6,83.5,12.493,68.4,Galle,2020,
5/3/2020,27.3,85.4,0.001,25.1,Galle,2020,
5/4/2020,25.8,84.5,3.221,55.4,Galle,2020,
5/5/2020,23.7,85.7,32.289,51.8,Galle,2020,
5/6/2020,24.2,85.7,10.99,66.6,Galle,2020,
5/7/2020,26.8,82.7,7.992,44.1,Galle,2020,
5/8/2020,27.4,82.6,0.001,38.9,Galle,2020,
5/9/2020,26.3,83,2.018,33.5,Galle,2020,
5/10/2020,26.2,87,23.976,22.4,Galle,2020,
5/11/2020,26.5,78.3,0.074,48.2,Galle,2020,
5/12/2020,26.4,81.1,11.09,63,Galle,2020,
5/13/2020,26.6,82.4,0.129,40.7,Galle,2020,
5/14/2020,24,85.1,163.684,29.9,Galle,2020,
5/15/2020,24.5,79.7,0.008,37.1,Galle,2020,
5/16/2020,24.5,81.4,0.002,46.4,Galle,2020,
5/17/2020,25.3,81.9,1.232,68.4,Galle,2020,
5/18/2020,27.7,83.3,8.485,51.8,Galle,2020,
5/19/2020,28.1,81.2,1.2,40.7,Galle,2020,
5/20/2020,28,83.5,7.407,35.3,Galle,2020,
5/21/2020,26.7,84.8,6.71,29.5,Galle,2020,
5/22/2020,27.8,83.1,2.998,32.9,Galle,2020,
5/23/2020,28.9,82.6,0.35,28.1,Galle,2020,
5/24/2020,27.5,85.8,0.003,42.5,Galle,2020,
5/25/2020,27.4,86.9,0.2,40.7,Galle,2020,
5/26/2020,27.6,85.3,9.948,37.1,Galle,2020,
5/27/2020,28.1,84.1,6.01,50,Galle,2020,
5/28/2020,27.1,84.9,0.205,32.2,Galle,2020,
5/29/2020,27.4,84.5,2.501,42.5,Galle,2020,
5/30/2020,27.8,83.4,3.5,27.7,Galle,2020,
5/31/2020,27.6,81.1,2,51.8,Galle,2020,
6/1/2020,26.9,79.1,0,38.9,Galle,2020,
6/2/2020,26.8,77,0,25.9,Galle,2020,
6/3/2020,28.9,73.7,0,29.5,Galle,2020,
6/4/2020,28.4,78.4,0.4,50,Galle,2020,
6/5/2020,27.1,85.7,23.404,29.5,Galle,2020,
6/6/2020,27.5,84.1,4.019,29.5,Galle,2020,
6/7/2020,27.9,81.3,0.604,37.1,Galle,2020,
6/8/2020,28.5,83.3,0,46.4,Galle,2020,
6/9/2020,28.1,83.2,2.023,27.7,Galle,2020,
6/10/2020,27.3,83.7,0.308,37.1,Galle,2020,
