date,temp,humidity,precip,windspeed,district,year,datetimeEpoch
1/1/2020,26.8,87.7,2.774,11.3,Ampara,2020,
1/2/2020,27.4,83.6,0.447,14,Ampara,2020,
1/3/2020,27.3,83.6,0.045,12.6,Ampara,2020,
1/4/2020,27.1,81.9,0.8,15.8,Ampara,2020,
1/5/2020,26.8,84.4,17.989,16.6,Ampara,2020,
1/6/2020,26.8,84.6,8.422,18.4,Ampara,2020,
1/7/2020,26.4,83.4,8.305,20.2,Ampara,2020,
1/8/2020,25.9,80,0.6,16.2,Ampara,2020,
1/9/2020,25.9,76.7,0.1,15.1,Ampara,2020,
1/10/2020,26.1,83.8,0.123,21.2,Ampara,2020,
1/11/2020,26.3,80.8,30.826,33.5,Ampara,2020,
1/12/2020,25.6,73.4,0.2,21.2,Ampara,2020,
1/13/2020,24.9,70.9,0,17.6,Ampara,2020,
1/14/2020,25.2,72.3,0,14.4,Ampara,2020,
1/15/2020,25.8,82.4,2.1,14,Ampara,2020,
1/16/2020,25.5,89.5,22.664,10.4,Ampara,2020,
1/17/2020,26.7,84,2.751,14.8,Ampara,2020,
1/18/2020,27,85.4,0.11,17.3,Ampara,2020,
1/19/2020,26.9,83.6,23.042,18.4,Ampara,2020,
1/20/2020,27,83.8,2.994,19.4,Ampara,2020,
1/21/2020,25.8,91.3,24.921,16.6,Ampara,2020,
1/22/2020,26.7,88.3,15.343,20.5,Ampara,2020,
1/23/2020,27.3,81.2,1.1,22,Ampara,2020,
1/24/2020,26.9,78.7,0.3,21.2,Ampara,2020,
1/25/2020,26.2,74.5,0,17.3,Ampara,2020,
1/26/2020,25.3,72.2,0,11.9,Ampara,2020,
1/27/2020,25.2,75.4,0,12.6,Ampara,2020,
1/28/2020,25.8,75,0,15.8,Ampara,2020,
1/29/2020,26,73.6,0,15.8,Ampara,2020,
1/30/2020,26.3,73.2,0,17.3,Ampara,2020,
1/31/2020,26.4,73.3,0,17.3,Ampara,2020,
2/1/2020,26.6,73.8,0.6,20.5,Ampara,2020,
2/2/2020,26.6,78.2,0.8,15.8,Ampara,2020,
2/3/2020,26.5,80.1,1.4,17.3,Ampara,2020,
2/4/2020,26.4,79.2,1.2,17.6,Ampara,2020,
2/5/2020,26.3,78.1,0.6,16.9,Ampara,2020,
2/6/2020,26.1,73.6,0,14.8,Ampara,2020,
2/7/2020,26.2,71.1,0,15.8,Ampara,2020,
2/8/2020,26.3,69.7,0,16.6,Ampara,2020,
2/9/2020,26.2,74.4,0.9,19.1,Ampara,2020,
2/10/2020,27.1,75.9,1,23,Ampara,2020,
2/11/2020,26.6,85.9,9.02,25.9,Ampara,2020,
2/12/2020,27,80.2,2.103,24.1,Ampara,2020,
2/13/2020,27.1,78.1,0.079,18.4,Ampara,2020,
2/14/2020,27.1,77.2,0,14.4,Ampara,2020,
2/15/2020,27.1,76.9,0.2,16.6,Ampara,2020,
2/16/2020,26.6,76.9,0.7,21.2,Ampara,2020,
2/17/2020,25.8,68.3,0,15.5,Ampara,2020,
2/18/2020,26,70.1,0,19.1,Ampara,2020,
2/19/2020,27.1,77.2,55.945,20.9,Ampara,2020,
2/20/2020,26.9,88.7,5.417,22.3,Ampara,2020,
2/21/2020,26.9,87.1,19.358,20.5,Ampara,2020,
2/22/2020,26.9,86,4.943,16.6,Ampara,2020,
2/23/2020,27,83.9,0.078,17.6,Ampara,2020,
2/24/2020,27.1,83.2,2.9,16.6,Ampara,2020,
2/25/2020,27.2,81.5,0.7,17.6,Ampara,2020,
2/26/2020,26.9,80.8,0.8,22.3,Ampara,2020,
2/27/2020,27.1,77.2,0.3,18.4,Ampara,2020,
2/28/2020,26.8,75.4,0.1,15.1,Ampara,2020,
2/29/2020,27.1,77,0.6,15.1,Ampara,2020,
3/1/2020,26.9,76.8,0,16.2,Ampara,2020,
3/2/2020,26.6,74.6,0,14.4,Ampara,2020,
3/3/2020,26.5,73.4,0,12.2,Ampara,2020,
3/4/2020,26.8,74.8,0,11.9,Ampara,2020,
3/5/2020,27.6,74.8,0.3,13,Ampara,2020,
3/6/2020,27.9,71.6,0.63,14,Ampara,2020,
3/7/2020,27.8,73.5,0,15.1,Ampara,2020,
3/8/2020,27.9,72,0,14.8,Ampara,2020,
3/9/2020,27.6,75.5,0.2,16.6,Ampara,2020,
3/10/2020,27.9,71.6,0,14.4,Ampara,2020,
3/11/2020,27.8,72.1,0,14.4,Ampara,2020,
3/12/2020,27.8,69.7,0,18,Ampara,2020,
3/13/2020,27.7,69.7,0,16.9,Ampara,2020,
3/14/2020,28,73.1,0.4,15.5,Ampara,2020,
3/15/2020,27.8,81.9,1.4,18,Ampara,2020,
3/16/2020,27.2,82.2,5.54,16.2,Ampara,2020,
3/17/2020,27.6,81,0.317,16.9,Ampara,2020,
3/18/2020,28.3,80,0.6,12.6,Ampara,2020,
3/19/2020,28.1,77.4,0.2,14.4,Ampara,2020,
3/20/2020,27.6,75.6,0,12.6,Ampara,2020,
3/21/2020,27.4,72.9,0,14.4,Ampara,2020,
3/22/2020,27.9,73.7,0,13.3,Ampara,2020,
3/23/2020,28.1,73.5,0,14.8,Ampara,2020,
3/24/2020,27.9,74.2,4.278,15.5,Ampara,2020,
3/25/2020,27.5,72.4,0,15.8,Ampara,2020,
3/26/2020,28.1,69.7,0.2,20.5,Ampara,2020,
3/27/2020,28.4,70.8,0.2,16.9,Ampara,2020,
3/28/2020,28.8,71.7,0,15.5,Ampara,2020,
3/29/2020,28.8,74.4,0.3,15.5,Ampara,2020,
3/30/2020,28.1,73.2,0,18.7,Ampara,2020,
3/31/2020,27.7,70.9,0,14.8,Ampara,2020,
4/1/2020,27.4,72.1,0,15.1,Ampara,2020,
4/2/2020,28.5,72.3,0,15.1,Ampara,2020,
4/3/2020,28.6,78,6.814,13,Ampara,2020,
4/4/2020,29.3,74.1,0.516,11.2,Ampara,2020,
4/5/2020,29.3,74.2,0.5,12.6,Ampara,2020,
4/6/2020,29.2,73.7,0.1,12.6,Ampara,2020,
4/7/2020,30,70.1,0,11.2,Ampara,2020,
4/8/2020,29.6,70.8,0,14.8,Ampara,2020,
4/9/2020,29.1,74.5,1,19.2,Ampara,2020,
4/10/2020,29.1,75.1,6.288,12.6,Ampara,2020,
4/11/2020,28.9,76.8,0.239,13,Ampara,2020,
4/12/2020,28.4,79.6,2.033,11.9,Ampara,2020,
4/13/2020,28,82.1,1.861,13.7,Ampara,2020,
4/14/2020,27.4,83.8,0.909,11.5,Ampara,2020,
4/15/2020,28.2,80.2,4.8,11.2,Ampara,2020,
4/16/2020,28.7,77.8,0.866,11.5,Ampara,2020,
4/17/2020,29.1,76.2,0.473,11.9,Ampara,2020,
4/18/2020,28.6,79.2,1.849,13.3,Ampara,2020,
4/19/2020,29.1,77.6,2.281,13.3,Ampara,2020,
4/20/2020,29.1,78.5,1.407,11.5,Ampara,2020,
4/21/2020,27.9,83.3,7.795,12.2,Ampara,2020,
4/22/2020,28.5,80.5,2.679,11.5,Ampara,2020,
4/23/2020,29,76.5,0.1,12.6,Ampara,2020,
4/24/2020,29.8,77.3,1.4,13.1,Ampara,2020,
4/25/2020,29.3,77.8,0.129,13.1,Ampara,2020,
4/26/2020,29.9,75.4,0.6,11.9,Ampara,2020,
4/27/2020,29.3,75.2,0.078,10.8,Ampara,2020,
4/28/2020,30.1,72.5,2.3,11.9,Ampara,2020,
4/29/2020,28.8,78.9,0.923,8.6,Ampara,2020,
4/30/2020,29,77.1,0.092,7.9,Ampara,2020,
5/1/2020,30,74.8,0,12,Ampara,2020,
5/2/2020,30.1,74,0.5,15,Ampara,2020,
5/3/2020,29.2,77.8,9.67,10,Ampara,2020,
5/4/2020,28.8,76.8,5.481,11.9,Ampara,2020,
5/5/2020,28.7,76.1,0.11,15.5,Ampara,2020,
5/6/2020,29.1,74.2,3.506,12.4,Ampara,2020,
5/7/2020,29.1,78.5,1.242,11.1,Ampara,2020,
5/8/2020,29.2,80.5,10.37,12.6,Ampara,2020,
5/9/2020,28.7,81.3,6.739,7.8,Ampara,2020,
5/10/2020,27.8,83.6,1.799,10.4,Ampara,2020,
5/11/2020,27.9,85.8,2.901,11.3,Ampara,2020,
5/12/2020,28.1,84.8,1.405,9.4,Ampara,2020,
5/13/2020,28.8,81.7,0.389,10,Ampara,2020,
5/14/2020,28.5,84.4,18.83,8.6,Ampara,2020,
5/15/2020,28.8,84.7,0.046,14,Ampara,2020,
5/16/2020,30.1,77.5,0,10.2,Ampara,2020,
5/17/2020,29.8,73.9,0.11,14,Ampara,2020,
5/18/2020,29.7,70.3,0.064,16.9,Ampara,2020,
5/19/2020,30.4,68.7,0,9.7,Ampara,2020,
5/20/2020,30.4,70.3,0.1,10.8,Ampara,2020,
5/21/2020,30.3,71,0.7,16.6,Ampara,2020,
5/22/2020,30.5,73.9,0.1,12.6,Ampara,2020,
5/23/2020,30.1,78.3,1.5,10.7,Ampara,2020,
5/24/2020,29.7,79.6,0.9,8.6,Ampara,2020,
5/25/2020,29.7,80,0.778,8.6,Ampara,2020,
5/26/2020,29.8,74.6,0.315,11.5,Ampara,2020,
5/27/2020,30.4,71.1,2.206,19.4,Ampara,2020,
5/28/2020,30.2,72.1,1.111,16.9,Ampara,2020,
5/29/2020,30.7,70.6,1.4,14.8,Ampara,2020,
5/30/2020,30.3,71.8,0.6,13.9,Ampara,2020,
5/31/2020,30.3,70.7,0.016,13.4,Ampara,2020,
6/1/2020,30.2,68.6,0.1,10.4,Ampara,2020,
6/2/2020,30.3,64.4,0,14,Ampara,2020,
6/3/2020,30.6,61.2,0,13.3,Ampara,2020,
6/4/2020,30.9,63.7,0.3,14,Ampara,2020,
6/5/2020,29.5,70.1,3.7,11.9,Ampara,2020,
6/6/2020,29.4,70.3,0.258,8.6,Ampara,2020,
6/7/2020,29.7,69.4,0.077,8.6,Ampara,2020,
6/8/2020,31.5,61.2,0,11.9,Ampara,2020,
6/9/2020,31,64.4,1.2,11.5,Ampara,2020,
6/10/2020,30.4,66.4,1.75,12.2,Ampara,2020,
6/11/2020,30.1,71.1,0.453,13.3,Ampara,2020,
6/12/2020,30.8,69,0.7,12.6,Ampara,2020,
6/13/2020,30.9,66.4,0.2,8.5,Ampara,2020,
6/14/2020,31.1,65,0,9.7,Ampara,2020,
6/15/2020,30.5,68.3,0.2,15.8,Ampara,2020,
6/16/2020,30.4,70.9,3.6,15.5,Ampara,2020,
6/17/2020,30.5,70.8,0.156,10.8,Ampara,2020,
6/18/2020,30.2,71,2.5,10,Ampara,2020,
6/19/2020,30.2,73.1,13.851,8,Ampara,2020,
6/20/2020,29.7,71.5,2,7.6,Ampara,2020,
6/21/2020,30.2,69.2,0.9,8,Ampara,2020,
6/22/2020,29.2,74.7,1,8.3,Ampara,2020,
6/23/2020,28.4,78.9,38.043,12,Ampara,2020,
6/24/2020,26.7,86.1,18.662,10.1,Ampara,2020,
6/25/2020,27.7,82.7,3.022,6.5,Ampara,2020,
6/26/2020,29.4,75.5,0.59,7.2,Ampara,2020,
6/27/2020,29.3,77,0.7,11.8,Ampara,2020,
6/28/2020,29.5,76,0.148,10.3,Ampara,2020,
6/29/2020,29.4,74,0.2,15.8,Ampara,2020,
6/30/2020,29.9,72.6,0.2,14,Ampara,2020,
7/1/2020,30.1,71.8,0.5,16.6,Ampara,2020,
7/2/2020,29.7,71.3,1.1,10.8,Ampara,2020,
7/3/2020,29.8,68,0.1,16.9,Ampara,2020,
7/4/2020,29.9,67,2.6,16.2,Ampara,2020,
7/5/2020,29.7,67.7,0,14.8,Ampara,2020,
7/6/2020,30.1,69.9,1,10.9,Ampara,2020,
7/7/2020,29.6,75.9,0.047,10.1,Ampara,2020,
7/8/2020,28.6,77.7,2.522,11.9,Ampara,2020,
7/9/2020,27.3,83,12.924,12.8,Ampara,2020,
7/10/2020,27.8,81.2,1.27,9.4,Ampara,2020,
7/11/2020,28.8,77.8,0.026,10.1,Ampara,2020,
7/12/2020,29.6,75.4,0.5,16.9,Ampara,2020,
7/13/2020,29.3,76.4,7.39,20.5,Ampara,2020,
7/14/2020,29.1,75.8,7.275,19.8,Ampara,2020,
7/15/2020,28.4,76.9,1.36,14.4,Ampara,2020,
7/16/2020,29.3,76.2,0,10.6,Ampara,2020,
7/17/2020,29.2,77.5,2.837,11.9,Ampara,2020,
7/18/2020,28.4,78.2,3.353,14.1,Ampara,2020,
7/19/2020,27.2,82.1,9.555,19.1,Ampara,2020,
7/20/2020,28.1,79.3,1.749,14.4,Ampara,2020,
7/21/2020,28.2,77.7,1.002,17.3,Ampara,2020,
7/22/2020,27.8,76.8,6.329,18.7,Ampara,2020,
7/23/2020,28.4,74,6.7,14.4,Ampara,2020,
7/24/2020,28.1,78.2,1.8,8.2,Ampara,2020,
7/25/2020,28.5,72.7,0.7,9.4,Ampara,2020,
7/26/2020,28.6,73.3,0.4,10.8,Ampara,2020,
7/27/2020,26.4,85.6,7.241,8.3,Ampara,2020,
7/28/2020,28.1,78.2,0.233,12.3,Ampara,2020,
7/29/2020,28.3,73.3,0.158,13,Ampara,2020,
7/30/2020,29.6,70.1,0.2,14,Ampara,2020,
7/31/2020,29.5,68.6,0,12,Ampara,2020,
8/1/2020,29.4,68.3,0.1,14.4,Ampara,2020,
8/2/2020,29,68.2,0.126,14,Ampara,2020,
8/3/2020,29.8,64.2,0.032,14.4,Ampara,2020,
8/4/2020,29.6,66.2,0,18.4,Ampara,2020,
8/5/2020,27.7,76.5,2.564,18.4,Ampara,2020,
8/6/2020,28.6,75.9,0.132,13,Ampara,2020,
8/7/2020,29.3,70.2,0.047,10.4,Ampara,2020,
8/8/2020,28.5,71.8,1.252,14.2,Ampara,2020,
8/9/2020,29.1,69.3,0.026,14.4,Ampara,2020,
8/10/2020,29.2,70.1,8.79,14.2,Ampara,2020,
8/11/2020,29.5,66.5,0,10,Ampara,2020,
8/12/2020,29.8,64.8,0,11.5,Ampara,2020,
8/13/2020,29.9,65.5,0,9,Ampara,2020,
8/14/2020,30.1,62.4,0,9.2,Ampara,2020,
8/15/2020,29.3,67,0,12.2,Ampara,2020,
8/16/2020,29.6,71.4,0.1,13.8,Ampara,2020,
8/17/2020,29.8,68.8,0,16.7,Ampara,2020,
8/18/2020,29.6,70.4,0,15.5,Ampara,2020,
8/19/2020,30,70.6,0.3,13.1,Ampara,2020,
8/20/2020,29.6,72.6,0,17.3,Ampara,2020,
8/21/2020,29.5,73.4,0,20.2,Ampara,2020,
8/22/2020,29.5,69.8,3.544,17.3,Ampara,2020,
8/23/2020,29.6,68.7,0,15.9,Ampara,2020,
8/24/2020,29.1,73,5.673,13.2,Ampara,2020,
8/25/2020,29.3,72.3,3.152,18,Ampara,2020,
8/26/2020,29.3,70,20.891,15.4,Ampara,2020,
8/27/2020,29.5,68.8,0.351,15.4,Ampara,2020,
8/28/2020,29.9,67.8,1,10,Ampara,2020,
8/29/2020,29.1,72.5,5.2,12.6,Ampara,2020,
8/30/2020,28.8,73.5,11.416,14.2,Ampara,2020,
8/31/2020,27.7,80.3,1.424,9.7,Ampara,2020,
9/1/2020,26.9,84.2,0.57,7.6,Ampara,2020,
9/2/2020,27.7,80.8,5.895,11,Ampara,2020,
9/3/2020,28.7,79,0.6,16.1,Ampara,2020,
9/4/2020,28.2,78.8,10.797,11.2,Ampara,2020,
9/5/2020,26.5,85.9,20.295,12.8,Ampara,2020,
9/6/2020,26.7,79.3,3.15,9.4,Ampara,2020,
9/7/2020,28.4,77.3,0.126,9.7,Ampara,2020,
9/8/2020,28.5,74.8,0.032,14.4,Ampara,2020,
9/9/2020,28.6,73.5,0.142,14.8,Ampara,2020,
9/10/2020,29.1,70.5,0,15.1,Ampara,2020,
9/11/2020,28.7,74.6,0.7,12.6,Ampara,2020,
9/12/2020,28.9,73.3,0.1,7.9,Ampara,2020,
9/13/2020,28.4,76.2,5.1,12.3,Ampara,2020,
9/14/2020,29,74.7,0.6,10.1,Ampara,2020,
9/15/2020,29.5,72,0,11.3,Ampara,2020,
9/16/2020,29.4,71.5,0.3,12.6,Ampara,2020,
9/17/2020,29.1,71.1,0.962,15.3,Ampara,2020,
9/18/2020,29,68.9,0.315,12.2,Ampara,2020,
9/19/2020,29.2,67.9,0.3,14.8,Ampara,2020,
9/20/2020,28.7,68.6,0.1,16.3,Ampara,2020,
9/21/2020,28.1,73.9,8.5,13.7,Ampara,2020,
9/22/2020,28.7,76.5,0.126,11.5,Ampara,2020,
9/23/2020,28,81.1,4.571,10.8,Ampara,2020,
9/24/2020,27.8,79.3,0.032,14.4,Ampara,2020,
9/25/2020,28.3,78.8,15.271,17.6,Ampara,2020,
9/26/2020,28.3,78.4,0.039,13.9,Ampara,2020,
9/27/2020,28.3,78.2,3.939,12,Ampara,2020,
9/28/2020,27.8,79.9,3.628,16.7,Ampara,2020,
9/29/2020,28.3,73.9,0.229,11.5,Ampara,2020,
9/30/2020,28.6,70.3,0.1,11,Ampara,2020,
10/1/2020,29.4,66,0,10.8,Ampara,2020,
10/2/2020,29.8,66,2.039,10.4,Ampara,2020,
10/3/2020,29.6,61.4,0,11.2,Ampara,2020,
10/4/2020,29.5,63.5,0,13.3,Ampara,2020,
10/5/2020,28.9,71.8,0.1,15.1,Ampara,2020,
10/6/2020,28.6,71.6,0,12.6,Ampara,2020,
10/7/2020,29,71.8,0.3,13,Ampara,2020,
10/8/2020,28.2,76.7,2.038,10.4,Ampara,2020,
10/9/2020,29.2,70.2,0.158,9.9,Ampara,2020,
10/10/2020,29.3,67.5,4.96,9.7,Ampara,2020,
10/11/2020,30,58.4,4.356,13.7,Ampara,2020,
10/12/2020,30.5,57.7,0,16.9,Ampara,2020,
10/13/2020,29.8,61.7,0.032,16.2,Ampara,2020,
10/14/2020,30,62.7,0.2,11.9,Ampara,2020,
10/15/2020,29.8,64.2,0,10.1,Ampara,2020,
10/16/2020,28.8,68.5,0,14,Ampara,2020,
10/17/2020,28.9,72.6,0.4,16.4,Ampara,2020,
10/18/2020,28.9,72.2,0,12.2,Ampara,2020,
10/19/2020,30.2,64.5,0,11.2,Ampara,2020,
10/20/2020,29.9,63.2,0,10.1,Ampara,2020,
10/21/2020,30.3,61.7,0.1,8.5,Ampara,2020,
10/22/2020,30.3,62.9,0.1,9,Ampara,2020,
10/23/2020,29.8,67.4,0.3,10.7,Ampara,2020,
10/24/2020,28.8,73.7,22.521,11.2,Ampara,2020,
10/25/2020,28.6,74.7,14.03,13.4,Ampara,2020,
10/26/2020,27.7,79.9,6.225,6.6,Ampara,2020,
10/27/2020,27.7,77.4,0.37,9.1,Ampara,2020,
10/28/2020,27.9,78,3.181,8.2,Ampara,2020,
10/29/2020,27.5,79.8,96.045,8.1,Ampara,2020,
10/30/2020,27.5,82.2,10.036,9.6,Ampara,2020,
10/31/2020,27.9,82,5,11.2,Ampara,2020,
11/1/2020,27.6,82.4,0.3,9.7,Ampara,2020,
11/2/2020,27.6,80.5,44.96,11.2,Ampara,2020,
11/3/2020,26.9,82.7,10.598,7.6,Ampara,2020,
11/4/2020,27.6,81.1,1.293,10.1,Ampara,2020,
11/5/2020,27,84.2,5.97,12.2,Ampara,2020,
11/6/2020,27,86.8,4.021,16.4,Ampara,2020,
11/7/2020,25.9,88.5,23.473,13,Ampara,2020,
11/8/2020,26,88.7,24.446,15.1,Ampara,2020,
11/9/2020,26.1,86.3,23.786,10.2,Ampara,2020,
11/10/2020,26.6,86,9.916,8.6,Ampara,2020,
11/11/2020,26.6,89,26.463,7.2,Ampara,2020,
11/12/2020,27.4,85.1,2.395,14,Ampara,2020,
11/13/2020,26.5,89.7,15.903,14.8,Ampara,2020,
11/14/2020,26.9,86.4,10.616,17.6,Ampara,2020,
11/15/2020,25.5,92,43.887,9.7,Ampara,2020,
11/16/2020,26.3,88.2,5.842,14.4,Ampara,2020,
11/17/2020,26.7,85.4,4.151,11.9,Ampara,2020,
11/18/2020,26.6,85,0.158,15.8,Ampara,2020,
11/19/2020,26.3,87.8,5.491,13.4,Ampara,2020,
11/20/2020,25.8,88.3,17.882,16.9,Ampara,2020,
11/21/2020,24.9,88.4,12.77,16.2,Ampara,2020,
11/22/2020,25.7,83.7,1.992,15.1,Ampara,2020,
11/23/2020,26.6,82,5.562,14,Ampara,2020,
11/24/2020,27,81.6,0.389,9.4,Ampara,2020,
11/25/2020,27.5,81.1,4.162,8.6,Ampara,2020,
11/26/2020,26.9,83.2,8.758,8.6,Ampara,2020,
11/27/2020,26.9,83,0.675,10.4,Ampara,2020,
11/28/2020,27.1,83.9,0.819,14.4,Ampara,2020,
11/29/2020,26.9,83.5,0.787,20.2,Ampara,2020,
11/30/2020,24.8,91.1,26.488,19.4,Ampara,2020,
12/1/2020,25.2,89.6,18.674,18.7,Ampara,2020,
12/2/2020,26.4,85,15.026,8.8,Ampara,2020,
12/3/2020,26.7,87.4,0.054,8.3,Ampara,2020,
12/4/2020,26.9,86.4,0.126,10.8,Ampara,2020,
12/5/2020,27.1,86.1,0.357,13.5,Ampara,2020,
12/6/2020,27.2,82.5,0.3,10.1,Ampara,2020,
12/7/2020,25.7,88.5,9.71,11.5,Ampara,2020,
12/8/2020,26.2,84.8,0.408,15.5,Ampara,2020,
12/9/2020,26.4,80.3,0.389,17.3,Ampara,2020,
12/10/2020,26.1,77.2,0,18,Ampara,2020,
12/11/2020,25.9,78,0,13.7,Ampara,2020,
12/12/2020,25.5,81.1,0.091,14.8,Ampara,2020,
12/13/2020,25.3,76.6,4,16.6,Ampara,2020,
12/14/2020,25.5,84.9,0.498,9,Ampara,2020,
12/15/2020,25.9,82.3,0,9.7,Ampara,2020,
12/16/2020,26.1,82.6,0,9.4,Ampara,2020,
12/17/2020,25.8,87.1,3.94,11.9,Ampara,2020,
12/18/2020,25.5,90.4,14.04,14.8,Ampara,2020,
12/19/2020,24.8,93.2,54.108,14.8,Ampara,2020,
12/20/2020,24.8,90.9,136.038,16.9,Ampara,2020,
12/21/2020,24.2,93.8,116.84,15.1,Ampara,2020,
12/22/2020,24.7,91.6,19.243,12.2,Ampara,2020,
12/23/2020,25.4,89.5,11.068,18,Ampara,2020,
12/24/2020,25.6,84.5,0.431,17.3,Ampara,2020,
12/25/2020,24.6,87.9,5.569,18.7,Ampara,2020,
12/26/2020,25.1,89.4,36.32,14.8,Ampara,2020,
12/27/2020,25.3,90.4,89.443,12.6,Ampara,2020,
12/28/2020,26.1,87.8,1.21,10.4,Ampara,2020,
12/29/2020,25.8,88.6,5.725,14.8,Ampara,2020,
12/30/2020,24.7,92.9,35.344,13,Ampara,2020,
12/31/2020,25.2,86.2,51.137,14.4,Ampara,2020,
1/1/2021,25.5,90.8,28.86,14,Ampara,2021,
1/2/2021,25.3,91.9,43.912,11.2,Ampara,2021,
1/3/2021,25.3,91.9,103.142,11.2,Ampara,2021,
1/4/2021,25.8,89.6,11.922,9.7,Ampara,2021,
1/5/2021,26.2,87.3,0.39,9.4,Ampara,2021,
1/6/2021,26.1,86.3,0.504,12.2,Ampara,2021,
1/7/2021,26.7,86.8,0.11,10.4,Ampara,2021,
1/8/2021,24.5,95.1,58.65,14.9,Ampara,2021,
1/9/2021,24.6,93.6,49.659,11.2,Ampara,2021,
1/10/2021,25.3,91.3,41.408,10.1,Ampara,2021,
1/11/2021,24.8,93.1,26.652,17.3,Ampara,2021,
1/12/2021,25.3,91.9,21.42,16.9,Ampara,2021,
1/13/2021,25.7,89.7,46.527,12.4,Ampara,2021,
1/14/2021,24.5,93.2,54.479,11.2,Ampara,2021,
1/15/2021,25.8,85.3,7.392,13.7,Ampara,2021,
1/16/2021,25.3,88.3,0.544,15.1,Ampara,2021,
1/17/2021,25.1,87.5,2.055,17.6,Ampara,2021,
1/18/2021,25.3,85,2.103,17.3,Ampara,2021,
1/19/2021,26.5,83.8,3.199,15.1,Ampara,2021,
1/20/2021,26.9,84.8,0.029,13.3,Ampara,2021,
1/21/2021,26.5,86.1,0.507,11.2,Ampara,2021,
1/22/2021,26.1,80.2,0.3,14.4,Ampara,2021,
1/23/2021,25.8,77.2,0.6,17.3,Ampara,2021,
1/24/2021,25.9,72.3,0,17.3,Ampara,2021,
1/25/2021,25.3,70.2,0,18,Ampara,2021,
1/26/2021,25.4,72.3,0,19.1,Ampara,2021,
1/27/2021,25.9,78,0.7,18.7,Ampara,2021,
1/28/2021,25.6,87.2,69.189,24.1,Ampara,2021,
1/29/2021,25.8,87.4,2.214,14.8,Ampara,2021,
1/30/2021,25.5,88.8,17.679,14,Ampara,2021,
1/31/2021,25.3,88.8,9.102,18,Ampara,2021,
2/1/2021,25.8,89,7.333,15.8,Ampara,2021,
2/2/2021,24.8,88.3,43.078,18.4,Ampara,2021,
2/3/2021,25.6,77.2,0.3,20.5,Ampara,2021,
2/4/2021,25.3,81.4,8.311,17.6,Ampara,2021,
2/5/2021,25.3,87.5,20.384,15.8,Ampara,2021,
2/6/2021,25.6,88.3,15.727,20.2,Ampara,2021,
2/7/2021,25.3,87.4,34.28,20.5,Ampara,2021,
2/8/2021,25.8,79.5,0.032,26.6,Ampara,2021,
2/9/2021,24.9,70.6,0,20.5,Ampara,2021,
2/10/2021,24.7,72.9,0,16.6,Ampara,2021,
2/11/2021,25.2,77.1,0,18,Ampara,2021,
2/12/2021,26.1,83.7,2.4,16.2,Ampara,2021,
2/13/2021,26.4,84.9,8.956,14.8,Ampara,2021,
2/14/2021,26.4,80.2,0.564,18.4,Ampara,2021,
2/15/2021,25.8,78.3,0,14.4,Ampara,2021,
2/16/2021,25.8,77.9,0,15.5,Ampara,2021,
2/17/2021,25.7,81.2,0.6,33.5,Ampara,2021,
2/18/2021,26.2,86.8,26.06,12.6,Ampara,2021,
2/19/2021,26.4,85.5,2.2,12.2,Ampara,2021,
2/20/2021,27,78.1,0.5,13.3,Ampara,2021,
2/21/2021,26.4,83.6,0.469,16.2,Ampara,2021,
2/22/2021,26.4,82.7,5.477,19.4,Ampara,2021,
2/23/2021,26.1,82.3,1.2,14,Ampara,2021,
2/24/2021,26.7,81.8,0.6,14,Ampara,2021,
2/25/2021,26.9,81.1,0,14,Ampara,2021,
2/26/2021,26.9,79.4,0.1,11.2,Ampara,2021,
2/27/2021,26.8,76.5,0,13.3,Ampara,2021,
2/28/2021,26,71.3,0,14.4,Ampara,2021,
3/1/2021,26.1,69.4,0,14,Ampara,2021,
3/2/2021,26.6,68.3,0,14.4,Ampara,2021,
3/3/2021,26.8,69.6,0,15.1,Ampara,2021,
3/4/2021,26.2,78.4,1,16.2,Ampara,2021,
3/5/2021,27,82.4,0.095,14,Ampara,2021,
3/6/2021,26.7,84,7.051,14,Ampara,2021,
3/7/2021,26.4,88,13.573,13.7,Ampara,2021,
3/8/2021,26.8,80.1,0.016,11.2,Ampara,2021,
3/9/2021,25,89.7,16.873,10.4,Ampara,2021,
3/10/2021,26.2,83.6,18.527,13.3,Ampara,2021,
3/11/2021,27.2,80.3,0.401,15.5,Ampara,2021,
3/12/2021,27.3,80.6,2.308,14.8,Ampara,2021,
3/13/2021,26.2,88.5,0.672,13.3,Ampara,2021,
3/14/2021,27,78.9,0.227,18.7,Ampara,2021,
3/15/2021,27.3,79.1,1.1,14.8,Ampara,2021,
3/16/2021,27.2,81.4,1,15.1,Ampara,2021,
3/17/2021,26.7,80.5,2.267,12.2,Ampara,2021,
3/18/2021,25.3,89.2,15.136,7.6,Ampara,2021,
3/19/2021,26.5,85.2,2.902,9.7,Ampara,2021,
3/20/2021,26.8,86.2,31.191,10.4,Ampara,2021,
3/21/2021,27,82.2,0.4,11.5,Ampara,2021,
3/22/2021,27.8,80.7,1,13.7,Ampara,2021,
3/23/2021,26.2,87.1,23.614,13.3,Ampara,2021,
3/24/2021,25.4,89.5,24.113,11.2,Ampara,2021,
3/25/2021,27.7,83.6,0.254,14.4,Ampara,2021,
